X,order,family,common_name,Binomial,rts,exp.testes,testes_g,log.testes.,ref_testes,BM_g,log.bm.,ref_bm,litter_size,litter_year,longevity,ref_lifehistory,mating_system,ref_mating_system,paternal_care,ref_paternal_care
209,Chiroptera,Pteropodidae,Philippine Pygmy Fruit Bat,Haplonycteris_fischeri,2.884947758,0.280455685,0.8091,-0.092,Pitnick 2006,18,1.255,Pitnick 2006,1,1,10,Capellini 2015,NA,,NA,NA
210,Carnivora,Herpestidae,Common Dwarf Mongoose,Helogale_parvula,0.156810906,2.869698363,0.45,-0.347,Anderson 2004; Soulsbury 2010,455,2.658,Anderson 2004; Soulsbury 2010,3.49,2.25,18,Capellini 2015,promiscuous,Soulsbury 2010,yes,LH19; Held19
211,Artiodactyla,Bovidae,Himalayan Tahr,Hemitragus_jemlahicus,0.233674331,114.3903992,26.7301,1.427,Anderson 2004,76033,4.881,Anderson 2004,1.01,1,21.8,Capellini 2015,promiscuous,Anderson 2004,NA,NA
212,Carnivora,Felidae,Jaguarundi,Herpailurus_yagouaroundi,0.181891804,18.16299536,3.3037,0.519,Iossa 2008,5902,3.771,Iossa 2008,NA,NA,NA,NA,polygynous,Iossa 2008,NA,NA
213,Carnivora,Herpestidae,Small Asian Mongoose,Herpestes_javanicus,1.008328275,3.885044282,3.9174,0.593,Iossa 2008,693,2.841,Iossa 2008,2.21,2,10,Capellini 2015,promiscuous,Iossa 2008,no,Heldstab 2019
214,Hyracoidea,Procaviidae,Yellow-spotted Rock Hyrax,Heterohyrax_brucei,1.919315586,6.774133495,13.0017,1.114,Hayward 2011,1500,3.176,Hayward 2011,1.89,1,14,Capellini 2015,polygynous,Pantheria,NA,NA
215,Artiodactyla,Hippopotamidae,Common Hippopotamus,Hippopotamus_amphibius,0.633693022,1025.733246,650,2.813,Ginsberg 1990,1600000,6.204,Ginsberg 1990,1,1,61.2,Capellini 2015,polygynous,Pantheria; Lukas 2012; Lukas 2013,no,Heldstab 2019; Lukas 2019
216,Chiroptera,Hipposideridae,Cantor's Leaf-nosed Bat,Hipposideros_galeritus,2.110755029,0.14208186,0.2999,-0.523,Ramm 2007,7,0.813,Ramm 2007,0.99,1,NA,Capellini 2015,monogamous; polygynous,Hosken 2001; Pitnick 2006; Lukas 2013,NA,NA
217,Chiroptera,Hipposideridae,Schneider's Leaf-nosed Bat,Hipposideros_speoris,0.217766939,0.183682611,0.04,-1.398,Ramm 2007,10,1,Ramm 2007,0.99,1,NA,Capellini 2015,NA,,NA,NA
218,Carnivora,Hyaenidae,Striped Hyena,Hyaena_hyaena,0.122724034,63.39752475,7.7804,0.891,Iossa 2008,33497,4.525,Iossa 2008,2.44,1.36,25,Capellini 2015; Myrhvold 2015,promiscuous,Iossa 2008; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
219,Rodentia,Caviidae,Capybara,Hydrochoerus_hydrochaeris,0.429075271,95.16255707,40.8319,1.611,Anderson 2004,58884,4.77,Anderson 2004,3.49,1,15.1,Capellini 2015,promiscuous,Anderson 2004,no,Heldstab 2019
220,Rodentia,Muridae,Common Water Rat,Hydromys_chrysogaster,2.874559952,4.092800357,11.765,1.071,Ramm 2007; Breed 2000,745,2.872,Ramm 2007; Breed 2000,3.51,2.5,7.3,Capellini 2015,NA,,NA,
221,Primates,Hylobatidae,Agile Gibbon,Hylobates_agilis,0.344164469,18.37522631,6.3241,0.801,Harcourt 1995,5998,3.778,Harcourt 1995,1.02,0.475,49,Capellini 2015; Myrhvold 2015,monogamous,Lukas 2013; Lukas 2012; Harcourt 1995,NA,NA
222,Primates,Hylobatidae,Lar Gibbon,Hylobates_lar,0.318591004,17.26351318,5.5,0.74,Hayward 2011,5500,3.74,Hayward 2011,1.01,0.45,56,Capellini 2015,monogamous,Pantheria; Kenagy 1986; Lukas 2013; Lukas 2012; Moller 1988; Harcourt 1995; Lupold 2014,yes,Heldstab 2019
223,Primates,Hylobatidae,Silvery Javan Gibbon,Hylobates_moloch,0.325593286,17.51141758,5.7016,0.756,Hayward 2011,5610,3.749,Hayward 2011,1,0.42,45,Capellini 2015,monogamous; polygynous,Kenagy 1986; Lukas 2013; Lukas 2012; Moller 1988; Harcourt 1995,NA,NA
224,Artiodactyla,Suidae,Giant Forest Hog,Hylochoerus_meinertzhageni,2.164369284,231.0301221,500.0345,2.699,Ginsberg 1990,201837,5.305,Ginsberg 1990,4,1.1,18,Capellini 2015; Myrhvold 2015,promiscuous,Ginsberg 1990; Lukas 2013,NA,NA
225,Rodentia,Muridae,Eastern Hyomys,Hyomys_goliath,0.741445135,5.059039198,3.751,0.574,Hayward 2011; Breed 2000,1000,3,Hayward 2011; Breed 2000,1,NA,0.42,Capellini 2015; Myrhvold et al 2015,NA,,NA,
226,Chiroptera,Pteropodidae,Hammer-headed Fruit Bat,Hypsignathus_monstrosus,0.100156665,2.395247486,0.2399,-0.62,Ramm 2007,354,2.549,Ramm 2007,1.4,2,12.225,Capellini 2015; Myrhvold 2015,polygynous,Hosken 2001,NA,NA
227,Rodentia,Hystricidae,Cape Porcupine,Hystrix_africaeaustralis,0.222379814,29.91593476,6.6527,0.823,Ramm 2005,11803,4.072,Ramm 2005,1.51,1.5,23.1,Capellini 2015,monogamous; polygynous,Lukas 2013; Lukas 2012; Waterman 2007,NA,NA
228,Peramelemorphia,Peramelidae,Northern Brown Bandicoot,Isoodon_macrourus,0.391492526,6.029489315,2.3605,0.373,Hayward 2011,1276,3.106,Hayward 2011,3.13,2.66,6.8,Capellini 2015,polygynous,Nowak 1983,NA,NA
229,Peramelemorphia,Peramelidae,Southern Brown Bandicoot,Isoodon_obesulus,0.322542391,5.265044367,1.6982,0.23,Hayward 2011,1057,3.024,Hayward 2011,2.33,2.2,6.5,Capellini 2015,polygynous,Rose 1997; Lukas 2013,NA,NA
230,Artiodactyla,Bovidae,Waterbuck,Kobus_ellipsiprymnus,0.318135234,231.4132232,73.6207,1.867,Anderson 2004,202302,5.306,Anderson 2004,1,1.1,30,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Heldstab 2019
231,Artiodactyla,Bovidae,Kob,Kobus_kob,0.227956757,182.8719649,41.6869,1.62,Anderson 2004,145881,5.164,Anderson 2004,1,1.3,21.92,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Heldstab 2019
232,Artiodactyla,Bovidae,Lechwe,Kobus_leche,0.458450254,148.1521702,67.9204,1.832,Anderson 2004,108893,5.037,Anderson 2004,1,1,25.4,Capellini 2015,promiscuous,Anderson 2004,no,Heldstab 2019
233,Artiodactyla,Bovidae,Nile Lechwe,Kobus_megaceros,0.364026176,142.8457718,51.9996,1.716,Anderson 2004,103514,5.015,Anderson 2004,1,1,21.1,Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
234,Primates,Atelidae,Brown Woolly Monkey,Lagothrix_lagotricha,0.672930938,16.63528806,11.1944,1.049,Hayward 2011,5224,3.718,Hayward 2011,1.01,0.5,32,Capellini 2015,promiscuous,Pantheria; Kenagy 1986; Lukas 2013; Lukas 2012; Harcourt 1995,no,Heldstab 2019; Lukas 2019
235,Diprotodontia,Vombatidae,Southern Hairy-nosed Wombat,Lasiorhinus_latifrons,0.309665272,52.13241992,16.1436,1.208,Anderson 2004,25527,4.407,Anderson 2004,1,1,29.9,Capellini 2015,promiscuous,Anderson 2004,NA,NA
236,Chiroptera,Vespertilionidae,Southern Yellow Bat,Lasiurus_ega,0.095488584,0.209449121,0.02,-1.699,Ramm 2007,12,1.077,Ramm 2007,2.14,1,NA,Capellini 2015,NA,,NA,NA
237,Chiroptera,Vespertilionidae,Seminole Bat,Lasiurus_seminolus,0.07635205,0.170263929,0.013,-1.886,Pitnick 2006,9,0.968,Pitnick 2006,2.68,1,2.575,Capellini 2015; Myrhvold 2015,NA,,NA,NA
238,Rodentia,Muridae,Forrest's Leggadina,Leggadina_forresti,1.345244281,0.40513088,0.545,-0.264,Ramm 2007; Breed 2000,30,1.477,Ramm 2007; Breed 2000,3.5,NA,0.25,Capellini 2015; Myrhvold et al 2015,NA,,NA,
239,Primates,Cebidae,Black-mantled Tamarin,Leontocebus_nigricollis,1.294261962,2.937504239,3.8019,0.58,Harcourt 1995,470,2.672,Harcourt 1995,1.82,2.9,20.2,Capellini 2015; Myrhvold 2015,promiscuous,Lukas 2012; Lukas 2013; Harcourt 1995; Moller 1988,yes,Heldstab 2019
240,Primates,Cebidae,Golden Lion Tamarin,Leontopithecus_rosalia,0.151837578,3.159296976,0.4797,-0.319,Anderson 2004,520,2.716,Anderson 2004,1.94,1.75,31.6,Capellini 2015,monogamous,Lukas 2013; Lukas 2012; Harcourt 1995,yes,Heldstab 2019; Lukas 2019
241,Carnivora,Felidae,Colocolo,Leopardus_colocolo,0.255212177,12.08092826,3.0832,0.489,Iossa 2008,3350,3.525,Iossa 2008,2.5,NA,19.6,Capellini 2015,polygynous,Iossa 2008,NA,NA
242,Carnivora,Felidae,Geoffroy's Cat,Leopardus_geoffroyi,0.386930648,15.64466405,6.0534,0.782,Iossa 2008,4797,3.681,Iossa 2008,2.04,1.33,23,Capellini 2015,polygynous,Iossa 2008,NA,NA
243,Carnivora,Felidae,Ocelot,Leopardus_pardalis,1.02643344,34.32964927,35.2371,1.547,Iossa 2008,14289,4.155,Iossa 2008,1.66,1,28.2,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
244,Carnivora,Felidae,Oncilla,Leopardus_tigrinus,0.414484163,11.15555289,4.6238,0.665,Iossa 2008,2999,3.477,Iossa 2008,1.5,NA,21.9,Capellini 2015,polygynous,Iossa 2008; Lukas 2013,NA,NA
245,Carnivora,Felidae,Margay,Leopardus_wiedii,0.559288714,12.2001389,6.8234,0.834,Iossa 2008,3396,3.531,Iossa 2008,1.5,NA,24,Capellini 2015,polygynous,Iossa 2008,NA,NA
246,Rodentia,Muridae,Indomalayan Leopoldamys,Leopoldamys_sabanus,3.632701838,2.487129526,9.035,0.956,Breed 2000,373,2.572,Breed 2000,3.33,NA,2,Capellini 2015,NA,,NA,
247,Rodentia,Muridae,Greater Stick-nest Rat,Leporillus_conditor,2.644027637,1.512843491,4,0.602,Ramm 2007; Breed 2000,187,2.272,Ramm 2007; Breed 2000,2.95,NA,5.3,Capellini 2015,NA,,NA,
248,Rodentia,Muridae,Elegant Leptomys,Leptomys_elegans,1.680282466,0.73797116,1.24,0.093,Ramm 2007; Breed 2000,69,1.839,Ramm 2007; Breed 2000,1.88,NA,NA,Capellini 2015,NA,,NA,
249,Chiroptera,Phyllostomidae,Curacaoan Long-nosed Bat,Leptonycteris_curasoae,0.66521364,0.395361707,0.263,-0.58,Pitnick 2006,29,1.462,Pitnick 2006,0.99,1,10.1,Capellini 2015,NA,,NA,NA
250,Lagomorpha,Leporidae,Snowshoe Hare,Lepus_americanus,1.930966544,6.110929283,11.8,1.072,Soulsbury 2010,1300,3.114,Soulsbury 2010,3.54,2.5,8,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019; Lukas 2019
251,Lagomorpha,Leporidae,Mountain Hare,Lepus_timidus,1.640030744,10.16596796,16.6725,1.222,Hayward 2011,2636,3.421,Hayward 2011,3.16,3,18,Capellini 2015,NA,,no,Heldstab 2019
252,Carnivora,Mustelidae,North American River Otter,Lontra_canadensis,0.956560559,18.80560497,17.9887,1.255,Iossa 2008,6194,3.792,Iossa 2008,2.67,0.94,23,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
253,Primates,Cercopithecidae,Black Crested Mangabey,Lophocebus_aterrimus,0.518718961,26.55021513,13.7721,1.139,Harcourt 1995,10000,4,Harcourt 1995,1,0.4,26.8,Myrhvold 2015,promiscuous,Lukas 2013; Harcourt 1995,NA,NA
254,Chiroptera,Phyllostomidae,Carriker's Round-eared Bat,Lophostoma_carrikeri,1.223290656,0.334589329,0.4093,-0.388,Pitnick 2006,23,1.362,Pitnick 2006,NA,2,NA,Capellini 2015,NA,,NA,NA
255,Rodentia,Muridae,Ethiopian Buff-spotted Brush-furred Rat,Lophuromys_flavopunctatus,1.705317769,0.667324308,1.138,0.056,Breed 2000,60,1.778,Breed 2000,2.3,NA,0.75,Capellini 2015; Myrhvold et al 2015,NA,,NA,
256,Rodentia,Muridae,Long-footed Tree Mouse,Lorentzimys_nouhuysi,1.38558695,0.257652542,0.357,-0.447,Hayward 2011; Breed 200,16,1.204,Hayward 2011; Breed 200,2.75,NA,NA,Capellini 2015,NA,,NA,
257,Primates,Lorisidae,Red Slender Loris,Loris_tardigradus,1.017040976,2.007490404,2.0417,0.31,Hayward 2011,277,2.442,Hayward 2011,1.44,1.5,19.3,Capellini 2015,promiscuous,Gupta 2007 (and therein),no,Heldstab 2019; Lukas 2019
258,Proboscidea,Elephantidae,African Bush Elephant,Loxodonta_africana,2.144082534,2112.791801,4530,3.486,Gage 2003,4365000,6.702,Gage 2003,0.84,0.21,80,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990; Rasmussen 1998,no,Heldstab 2019; Lukas 2019
259,Proboscidea,Elephantidae,African Bush Elephant,Loxodonta_africana,1.307651319,2341.574818,3061.9634,3.486,Anderson 2004,5035006,6.702,Anderson 2004,0.84,0.21,80,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990; Rasmussen 1998,no,Heldstab 2019; Lukas 2019
260,Carnivora,Mustelidae,European Otter,Lutra_lutra,0.181964844,22.23396516,4.0458,0.607,Anderson 2004,7816,3.893,Anderson 2004,2.01,1,22,Capellini 2015,polygynous,Anderson 2004; Iossa 2008,no,Heldstab 2019
261,Carnivora,Canidae,African wild dog,Lycaon_pictus,0.631505368,60.62102075,38.2825,1.583,Iossa 2008,31477,4.498,Iossa 2008,8.1,0.93,17,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012,yes,Heldstab 2019; Lukas 2019
262,Carnivora,Felidae,Eurasian Lynx,Lynx_lynx,0.166993553,43.08250162,7.1945,0.857,Iossa 2008,19588,4.292,Iossa 2008,2.3,1,26.8,Capellini 2015,promiscuous,Iossa 2008,no,Heldstab 2019
263,Carnivora,Felidae,Bobcat,Lynx_rufus,0.167900601,30.26552599,5.0816,0.706,Iossa 2008,11995,4.079,Iossa 2008,2.76,0.94,32.3,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
264,Primates,Cercopithecidae,Stump-tailed Macaque,Macaca_arctoides,1.749743108,27.51832528,48.15,1.683,Hayward 2011; Gage 2003,10510,4.022,Hayward 2011; Gage 2003,1.01,0.61,30,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988,no,Heldstab 2019; Lukas 2019
265,Primates,Cercopithecidae,Crab-eating Macaque,Macaca_fascicularis,2.386550262,14.74932272,35.2,1.547,Anderson 2004; Gage 2003,4420,3.653,Anderson 2004; Gage 2003,1,1,39,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Moller 1988,no,Heldstab 2019; Lukas 2019
266,Primates,Cercopithecidae,Crab-eating Macaque,Macaca_fascicularis,2.394355829,14.70124013,35.2,1.547,Anderson 2004; Gage 2003; Soulsbury 2010,4400,3.653,Anderson 2004: Soulsbury 2010,1,1,39,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Moller 1988,no,Heldstab 2019; Lukas 2019
267,Primates,Cercopithecidae,Japanese Macaque,Macaca_fuscata,2.27142455,30.81766462,70,1.845,Soulsbury 2010,12300,4.09,Soulsbury 2010,1.02,1,38.5,Capellini 2015,promiscuous,Soulsbury 2010; Moller 1988,no,Heldstab 2019; Lukas 2019
268,Primates,Cercopithecidae,Rhesus Monkey,Macaca_mulatta,1.847764826,25.00318188,46.2,1.69,Gage 2003,9200,4.049,Gage 2003,1.01,1,40,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Harcourt 1995; Lupold 2014,yes,Heldstab 2019
269,Primates,Cercopithecidae,Rhesus Monkey,Macaca_mulatta,1.700837012,28.79635124,48.9779,1.69,Anderson 2004,11194,4.049,Anderson 2004,1.01,1,40,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Harcourt 1995; Lupold 2014,yes,Heldstab 2019
270,Primates,Cercopithecidae,Southern Pig-tailed Macaque,Macaca_nemestrina,2.51584453,26.5119721,66.7,1.824,Hayward 2011,9980,3.999,Hayward 2011,1.01,0.85,37.6,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Lupold 2014,no,Heldstab 2019; Lukas 2019
271,Primates,Cercopithecidae,Bonnet Macaque,Macaca_radiata,2.458312552,23.40792669,57.544,1.76,Hayward 2011,8395,3.924,Hayward 2011,1.01,1,30,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988,yes,Heldstab 2019
272,Chiroptera,Megadermatidae,Australian False Vampire Bat,Macroderma_gigas,0.164784951,1.018903721,0.1679,-0.775,Pitnick 2006,108,2.033,Pitnick 2006,1,1,22.6,Capellini 2015,NA,,NA,NA
273,Chiroptera,Pteropodidae,Dagger-toothed Long-nosed Fruit Bat,Macroglossus_minimus,0.569212311,0.245953921,0.14,-0.854,Ramm 2007,15,1.18,Ramm 2007,0.99,3,7.316666667,Capellini 2015; Myrhvold 2015,NA,,NA,NA
274,Chiroptera,Pteropodidae,Greater Long-nosed Fruit Bat,Macroglossus_sobrinus,0.478198155,0.334589329,0.16,-0.796,Ramm 2007,23,1.362,Ramm 2007,1,NA,5,Capellini 2015; Myrhvold 2015,NA,,NA,NA
275,Diprotodontia,Macropodidae,Agile Wallaby,Macropus_agilis,0.878830105,29.18061164,25.6448,1.409,Birkhead 1998,11402,4.057,Birkhead 1998,1.01,1.8,16.9,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
276,Diprotodontia,Macropodidae,Tammar Wallaby,Macropus_eugenii,3.433101163,18.043191,61.9441,1.792,Birkhead 1998,5848,3.767,Birkhead 1998,1.01,1,15.1,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
277,Diprotodontia,Macropodidae,Western Grey Kangaroo,Macropus_fuliginosus,0.8038487,64.2429353,51.6416,1.713,Birkhead 1998,34119,4.533,Birkhead 1998,1,1,23.2,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
278,Diprotodontia,Macropodidae,Eastern Grey Kangaroo,Macropus_giganteus,0.575085193,72.99075083,41.9759,1.623,Birkhead 1998,40738,4.61,Birkhead 1998,1,1,25,Capellini 2015,promiscuous,Pantheria; Rose 1997,no,Lukas 2019
279,Diprotodontia,Macropodidae,Wallaroo,Macropus_robustus,0.683106346,58.54798489,39.9945,1.602,Rose 1997,29992,4.477,Rose 1997,1,0.723287671,24,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
280,Diprotodontia,Macropodidae,Red-necked Wallaby,Macropus_rufogriseus,1.320342978,41.334563,54.5758,1.737,Birkhead 1998,18493,4.267,Birkhead 1998,1.01,1,19,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
281,Diprotodontia,Macropodidae,Red Kangaroo,Macropus_rufus,0.532021796,71.79104363,38.1944,1.582,Birkhead 1998,39811,4.6,Birkhead 1998,1,1.36,30,Capellini 2015; Myrhvold 2015,promiscuous,Pantheria,NA,NA
282,Chiroptera,Phyllostomidae,Waterhouse's Leaf-nosed Bat,Macrotus_waterhousii,0.14360425,0.257652542,0.037,-1.432,Pitnick 2006,16,1.204,Pitnick 2006,0.98,NA,10.41666667,Capellini 2015,NA,,NA,NA
283,Artiodactyla,Bovidae,Guenther's Dikdik,Madoqua_guentheri,0.266239857,11.82279781,3.1477,0.498,Anderson 2004,3251,3.512,Anderson 2004,0.98,2,17.5,Capellini 2015,monogamous,Anderson 2004; Lukas 2013,NA,NA
284,Artiodactyla,Bovidae,Kirk's Dikdik,Madoqua_kirkii,0.520803099,16.11856769,8.3946,0.924,Hayward 2011,5000,3.699,Hayward 2011,0.98,2,17.3,Capellini 2015,monogamous; polygynous,Soulsbury 2010; Pantheria; Kenagy 1986; Lukas 2013; Lukas 2012,no,Heldstab 2019; Lukas 2019
285,Rodentia,Muridae,Rothschild's Mallomys,Mallomys_rothschildi,2.671151896,5.372214146,14.35,1.157,Hayward 2011; Breed 200,1087,3.036,Hayward 2011; Breed 200,1.02,NA,NA,Capellini 2015,NA,,NA,
286,Rodentia,Muridae,Highland Mammelomys,Mammelomys_lanosus,2.684727453,1.118921772,3.004,0.478,Breed 2000,123,2.09,Breed 2000,2.68,NA,NA,Capellini 2015,NA,,NA,
287,Primates,Cercopithecidae,Drill,Mandrillus_leucophaeus,0.483430795,56.45027225,27.2898,1.436,Anderson 2004,28510,4.455,Anderson 2004,1.01,0.5,39,Capellini 2015,promiscuous,Anderson 2004,no,Lukas 2019
288,Primates,Cercopithecidae,Mandrill,Mandrillus_sphinx,1.040512755,65.42630032,68.0769,1.833,Harcourt 1995,34995,4.544,Harcourt 1995,1.02,0.83,46.33,Capellini 2015,polygynous,Harcourt 1995,no,Lukas 2019
289,Rodentia,Sciuridae,Woodchuck,Marmota_monax,0.790669187,9.359160719,7.4,0.869,Hayward 2011,2350,3.62,Hayward 2011,4.1,1,14,Capellini 2015,promiscuous,Kenagy 1986; Waterman 2007,no,Heldstab 2019; Lukas 2019; Sinervo 2020
290,Carnivora,Mustelidae,Fisher,Martes_pennanti,0.490491368,16.80233444,8.2414,0.916,Hayward 2011,5297,3.724,Hayward 2011,3.02,1,14.3,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
291,Rodentia,Muridae,Broad-toothed Mastacomys,Mastacomys_fuscus,3.451154581,1.079348929,3.725,0.571,Ramm 2007; Breed 2000,117,2.068,Ramm 2007; Breed 2000,1.41,NA,NA,Capellini 2015,NA,,NA,
292,Rodentia,Muridae,Southern African Mastomys,Mastomys_coucha,0.993755568,0.7456562,0.741,-0.13,Breed 2000,70,1.845,Breed 2000,7.96,3.56,2.91,Capellini 2015; Myrhvold et al 2015,NA,,NA,
293,Rodentia,Muridae,Natal Mastomys,Mastomys_natalensis,1.474296288,0.659297597,0.972,0.204,Hayward 2011; Breed 2000; Soulsbury 2011,59,1.91,Hayward 2011; Breed 2000; Soulsbury 2011,9.23,2,2.74,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010,NA,
294,Rodentia,Muridae,Bartels's Javan Maxomys,Maxomys_bartelsii,4.59610808,0.914904508,4.205,0.624,Breed 2000,93,1.968,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,
295,Rodentia,Muridae,Indomalayan Maxomys,Maxomys_surifer,2.518120163,1.321620806,3.328,0.522,Breed 2000,155,2.19,Breed 2000,3.54,NA,NA,Capellini 2015,NA,,NA,
296,Rodentia,Muridae,Whitehead's Sundaic Maxomys,Maxomys_whiteheadi,1.361818792,0.699065107,0.952,-0.021,Breed 2000,64,1.806,Breed 2000,3,NA,1.5,Myrhvold 2015,NA,,NA,
297,Chiroptera,Megadermatidae,Greater False Vampire Bat,Megaderma_lyra,0.114438554,0.699065107,0.08,-1.097,Ramm 2007,64,1.806,Ramm 2007,1,1,14,Capellini 2015,NA,,no,Lukas 2019
298,Chiroptera,Megadermatidae,Lesser False Vampire Bat,Megaderma_spasma,0.337727447,0.334589329,0.113,-0.947,Pitnick 2006,23,1.354,Pitnick 2006,1.41,1,14,Capellini 2015; Myrhvold 2015,NA,,NA,NA
299,Carnivora,Mustelidae,European Badger,Meles_meles,0.414749794,34.71972793,14.4,1.158,Hayward 2011; Gage 2000; Soulsbury 2010,14515,4.162,Hayward 2011; Gage 2000; Soulsbury 2010,3.11,0.75,18.6,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Kenagy 1986,no,Heldstab 2019; Lukas 2019
300,Carnivora,Mustelidae,Honey Badger,Mellivora_capensis,2.076325659,25.98392972,53.9511,1.732,Iossa 2008,9705,3.987,Iossa 2008,2.35,2,31.3,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Lukas 2019
301,Rodentia,Muridae,Grassland Melomys,Melomys_burtoni,2.369502706,0.806076311,1.91,0.281,Breed 2000,78,1.892,Breed 2000,2.5,NA,NA,Capellini 2015,NA,,NA,
302,Rodentia,Muridae,Fawn-footed Melomys,Melomys_cervinipes,2.276766146,1.221908541,2.782,0.444,Breed 2000,139,2.143,Breed 2000,2.2,1.3,NA,Capellini 2015,NA,,NA,
303,Rodentia,Muridae,White-bellied Melomys,Melomys_leucogaster,1.111346653,0.991589795,1.102,0.042,Breed 2000,104,2.017,Breed 2000,2.15,NA,NA,Capellini 2015,NA,,NA,
304,Rodentia,Muridae,Black-tailed Melomys,Melomys_rufescens,1.837714552,0.730254869,1.342,0.128,Ramm 2007,68,1.833,Ramm 2007,2.17,NA,NA,Capellini 2015,NA,,NA,
305,Carnivora,Mephitidae,Striped Skunk,Mephitis_mephitis,0.310990312,16.22751517,5.0466,0.703,Iossa 2008,5047,3.703,Iossa 2008,5.7,2,13.9,Capellini 2015,polygynous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
306,Rodentia,Muridae,Black-footed Mesembriomys,Mesembriomys_gouldii,1.682407553,3.267935875,5.498,0.74,Ramm 2007,545,2.736,Ramm 2007,1.87,4,7.8,Capellini 2015,NA,,NA,
307,Rodentia,Muridae,Golden-backed Mesembriomys,Mesembriomys_macrurus,3.55123277,2.331584702,8.28,0.918,Breed 2000,341,2.533,Breed 2000,2,NA,7.1,Capellini 2015,NA,,NA,
308,Rodentia,Cricetidae,Golden Hamster,Mesocricetus_auratus,3.111186989,1.018903721,3.17,0.501,Hayward 2011,108,2.033,Hayward 2011,8.79,4,3,Capellini 2015,NA,,no,Lukas 2019
309,Primates,Cebidae,Silvery Marmoset,Mico_argentatus,0.754039512,2.424408762,1.8281,0.262,Harcourt 1995,360,2.556,Harcourt 1995,1.84,2.31,16.8,Capellini 2015; Myrhvold 2015,monogamous,Lukas 2012; Lukas 2013,yes,Heldstab 2019
310,Primates,Cheirogaleidae,Gray Mouse Lemur,Microcebus_murinus,2.413146824,0.7583459,1.83,0.262,Soulsbury 2010,71.66,1.855,Soulsbury 2010,2,1,18.2,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019; Lukas 2019
311,Rodentia,Muridae,Harvest Mouse,Micromys_minutus,0.816626022,0.183682611,0.15,-0.75,Breed 2000,10,0.892,Breed 2000,4.92,2.5,5,Capellini 2015,NA,,no,Heldstab 2019
312,Rodentia,Muridae,Harvest Mouse,Micromys_minutus,1.158894346,0.153594675,0.178,-0.75,Hayward 2011; Gage 2003,7.8,0.892,Hayward 2011; Gage 2003,4.92,2.5,5,Capellini 2015,NA,,no,Heldstab 2019
313,Chiroptera,Pteropodidae,Peters's Lesser Epauletted Fruit Bat,Micropteropus_pusillus,0.282516069,0.424400639,0.1199,-0.921,Ramm 2007,32,1.511,Ramm 2007,0.99,2,4.575,Capellini 2015; Myrhvold 2015,polygynous,Hosken 2001,NA,NA
314,Rodentia,Cricetidae,Field Vole,Microtus_agrestis,1.449756479,0.554575897,0.804,-0.095,Hayward 2011; Gage 2003,46.4,1.667,Hayward 2011; Gage 2003,4.65,3.5,4.8,Capellini 2015,NA,,no,Lukas 2019
315,Rodentia,Cricetidae,Common Vole,Microtus_arvalis,1.071423946,0.395361707,0.4236,-0.373,Hayward 2011,29,1.455,Hayward 2011,4.99,6,4.8,Capellini 2015,NA,,no,Heldstab 2019; Lukas 2019
316,Rodentia,Cricetidae,California Vole,Microtus_californicus,0.377487233,0.71472616,0.2698,-0.569,Hayward 2011,66,1.818,Hayward 2011,4.41,5,2.083333333,Capellini 2015; Myrhvold 2015,polygynous,Lukas 2012; Waterman 2007; Pantheria,yes,Heldstab 2019
